full_phrase,present_yo,present_tú,present_usted,present_nosotros,present_vosotros,present_ustedes,incomplete_past_yo,incomplete_past_tú,incomplete_past_usted,incomplete_past_nosotros,incomplete_past_vosotros,incomplete_past_ustedes,past_yo,past_tú,past_usted,past_nosotros,past_vosotros,past_ustedes,future_yo,future_tú,future_usted,future_nosotros,future_vosotros,future_ustedes,conditional_yo,conditional_tú,conditional_usted,conditional_nosotros,conditional_vosotros,conditional_ustedes,present_subjective_yo,present_subjective_tú,present_subjective_usted,present_subjective_nosotros,present_subjective_vosotros,present_subjective_ustedes,past_subjective_yo,past_subjective_tú,past_subjective_usted,past_subjective_nosotros,past_subjective_vosotros,past_subjective_ustedes,imperative_positive_yo,imperative_positive_tú,imperative_positive_usted,imperative_positive_nosotros,imperative_positive_vosotros,imperative_positive_ustedes,imperative_negative_yo,imperative_negative_tú,imperative_negative_usted,imperative_negative_nosotros,imperative_negative_vosotros,imperative_negative_ustedes,gerund,past_participle,adjective
"maldecir","maldigo","maldices","maldice","maldecimos","maldecís","maldicen","maldecía","maldecías","maldecía","maldecíamos","maldecíais","maldecían","maldije","maldijiste","maldijo","maldijimos","maldijisteis","maldijeron","maldeciré","maldecirás","maldecirá","maldeciremos","maldeciréis","maldecirán","maldeciría","maldecirías","maldeciría","maldeciríamos","maldeciríais","maldecirían","maldiga","maldigas","maldiga","maldigamos","maldigáis","maldigan","maldijera","maldijeras","maldijera","maldijéramos","maldijerais","maldijeran",,"maldice","maldiga","maldigamos","maldecid","maldigan",,"maldigas","maldiga","maldigamos","maldigáis","maldigan","maldiciendo","maldecido","maldito"
"mantener","mantengo","mantienes","mantiene","mantenemos","mantenéis","mantienen","mantenía","mantenías","mantenía","manteníamos","manteníais","mantenían","mantuve","mantuviste","mantuvo","mantuvimos","mantuvisteis","mantuvieron","mantendré","mantendrás","mantendrá","mantendremos","mantendréis","mantendrán","mantendría","mantendrías","mantendría","mantendríamos","mantendríais","mantendrían","mantenga","mantengas","mantenga","mantengamos","mantengáis","mantengan","mantuviera","mantuvieras","mantuviera","mantuviéramos","mantuvierais","mantuvieran",,"mantén","mantenga","mantengamos","mantened","mantengan",,"mantengas","mantenga","mantengamos","mantengáis","mantengan","manteniendo","mantenido","mantenido"
"obtener","obtengo","obtienes","obtiene","obtenemos","obtenéis","obtienen","obtenía","obtenías","obtenía","obteníamos","obteníais","obtenían","obtuve","obtuviste","obtuvo","obtuvimos","obtuvisteis","obtuvieron","obtendré","obtendrás","obtendrá","obtendremos","obtendréis","obtendrán","obtendría","obtendrías","obtendría","obtendríamos","obtendríais","obtendrían","obtenga","obtengas","obtenga","obtengamos","obtengáis","obtengan","obtuviera","obtuvieras","obtuviera","obtuviéramos","obtuvierais","obtuvieran",,"obtén","obtenga","obtengamos","obtened","obtengan",,"obtengas","obtenga","obtengamos","obtengáis","obtengan","obteniendo","obtenido","obtenido"
"oír","oigo","oyes","oye","oímos","oís","oyen","oía","oías","oía","oíamos","oíais","oían","oí","oíste","oyó","oímos","oísteis","oyeron","oiré","oirás","oirá","oiremos","oiréis","oirán","oiría","oirías","oiría","oiríamos","oiríais","oirían","oiga","oigas","oiga","oigamos","oigáis","oigan","oyera","oyeras","oyera","oyéramos","oyerais","oyeran",,"oye","oiga","oigamos","oíd","oigan",,"oigas","oiga","oigamos","oigáis","oigan","oyendo","oído","oído"
"oponer","opongo","opones","opone","oponemos","oponéis","oponen","oponía","oponías","oponía","oponíamos","oponíais","oponían","opuse","opusiste","opuso","opusimos","opusisteis","opusieron","opondré","opondrás","opondrá","opondremos","opondréis","opondrán","opondría","opondrías","opondría","opondríamos","opondríais","opondrían","oponga","opongas","oponga","opongamos","opongáis","opongan","opusiera","opusieras","opusiera","opusiéramos","opusierais","opusieran",,"opón","oponga","opongamos","oponed","opongan",,"opongas","oponga","opongamos","opongáis","opongan","oponiendo","opuesto","opuesto"
"poner","pongo","pones","pone","ponemos","ponéis","ponen","ponía","ponías","ponía","poníamos","poníais","ponían","puse","pusiste","puso","pusimos","pusisteis","pusieron","pondré","pondrás","pondrá","pondremos","pondréis","pondrán","pondría","pondrías","pondría","pondríamos","pondríais","pondrían","ponga","pongas","ponga","pongamos","pongáis","pongan","pusiera","pusieras","pusiera","pusiéramos","pusierais","pusieran",,"pon","ponga","pongamos","poned","pongan",,"pongas","ponga","pongamos","pongáis","pongan","poniendo","puesto","puesto"
"ponerse","me pongo","te pones","se pone","nos ponemos","os ponéis","se ponen","me ponía","te ponías","se ponía","nos poníamos","os poníais","se ponían","me puse","te pusiste","se puso","nos pusimos","os pusisteis","se pusieron","me pondré","te pondrás","se pondrá","nos pondremos","os pondréis","se pondrán","me pondría","te pondrías","se pondría","nos pondríamos","os pondríais","se pondrían","me ponga","te pongas","se ponga","nos pongamos","os pongáis","se pongan","me pusiera","te pusieras","se pusiera","nos pusiéramos","os pusierais","se pusieran",,"ponte","póngase","pongámonos","poneos","pónganse",,"te pongas","póngase","pongámonos","os pongáis","pónganse","poniéndose","puesto","puesto"
"predecir","predigo","predices","predice","predecimos","predecís","predicen","predecía","predecías","predecía","predecíamos","predecíais","predecían","predije","predijiste","predijo","predijimos","predijisteis","predijeron","predeciré","predecirás","predecirá","predeciremos","predeciréis","predecirán","predeciría","predecirías","predeciría","predeciríamos","predeciríais","predecirían","prediga","predigas","prediga","predigamos","predigáis","predigan","predijera","predijeras","predijera","predijéramos","predijerais","predijeran",,"predice","prediga","predigamos","predecid","predigan",,"predigas","prediga","predigamos","predigáis","predigan","prediciendo","predicho","predecido"
"raer","raigo","raes","rae","raemos","raéis","raen","raía","raías","raía","raíamos","raíais","raían","raí","raíste","rayó","raímos","raísteis","rayeron","raeré","raerás","raerá","raeremos","raeréis","raerán","raería","raerías","raería","raeríamos","raeríais","raerían","raiga","raigas","raiga","raigamos","raigáis","raigan","rayera","rayeras","rayera","rayéramos","rayerais","rayeran",,"rae","raiga","raigamos","raed","raigan",,"raigas","raiga","raigamos","raigáis","raigan","rayendo","raído","raído"
"salir","salgo","sales","sale","salimos","salís","salen","salía","salías","salía","salíamos","salíais","salían","salí","saliste","salió","salimos","salisteis","salieron","saldré","saldrás","saldrá","saldremos","saldréis","saldrán","saldría","saldrías","saldría","saldríamos","saldríais","saldrían","salga","salgas","salga","salgamos","salgáis","salgan","saliera","salieras","saliera","saliéramos","salierais","salieran",,"sal","salga","salgamos","salid","salgan",,"salgas","salga","salgamos","salgáis","salgan","saliendo","salido","salido"
"sostener","sostengo","sostienes","sostiene","sostenemos","sostenéis","sostienen","sostenía","sostenías","sostenía","sosteníamos","sosteníais","sostenían","sostuve","sostuviste","sostuvo","sostuvimos","sostuvisteis","sostuvieron","sostendré","sostendrás","sostendrá","sostendremos","sostendréis","sostendrán","sostendría","sostendrías","sostendría","sostendríamos","sostendríais","sostendrían","sostenga","sostengas","sostenga","sostengamos","sostengáis","sostengan","sostuviera","sostuvieras","sostuviera","sostuviéramos","sostuvierais","sostuvieran",,"sostén","sostenga","sostengamos","sostened","sostengan",,"sostengas","sostenga","sostengamos","sostengáis","sostengan","sosteniendo","sostenido","sostenido"
"suponer","supongo","supones","supone","suponemos","suponéis","suponen","suponía","suponías","suponía","suponíamos","suponíais","suponían","supuse","supusiste","supuso","supusimos","supusisteis","supusieron","supondré","supondrás","supondrá","supondremos","supondréis","supondrán","supondría","supondrías","supondría","supondríamos","supondríais","supondrían","suponga","supongas","suponga","supongamos","supongáis","supongan","supusiera","supusieras","supusiera","supusiéramos","supusierais","supusieran",,"supón","suponga","supongamos","suponed","supongan",,"supongas","suponga","supongamos","supongáis","supongan","suponiendo","supuesto","supuesto"
"tener","tengo","tienes","tiene","tenemos","tenéis","tienen","tenía","tenías","tenía","teníamos","teníais","tenían","tuve","tuviste","tuvo","tuvimos","tuvisteis","tuvieron","tendré","tendrás","tendrá","tendremos","tendréis","tendrán","tendría","tendrías","tendría","tendríamos","tendríais","tendrían","tenga","tengas","tenga","tengamos","tengáis","tengan","tuviera","tuvieras","tuviera","tuviéramos","tuvierais","tuvieran",,"ten","tenga","tengamos","tened","tengan",,"tengas","tenga","tengamos","tengáis","tengan","teniendo","tenido","tenido"
"traer","traigo","traes","trae","traemos","traéis","traen","traía","traías","traía","traíamos","traíais","traían","traje","trajiste","trajo","trajimos","trajisteis","trajeron","traeré","traerás","traerá","traeremos","traeréis","traerán","traería","traerías","traería","traeríamos","traeríais","traerían","traiga","traigas","traiga","traigamos","traigáis","traigan","trajera","trajeras","trajera","trajéramos","trajerais","trajeran",,"trae","traiga","traigamos","traed","traigan",,"traigas","traiga","traigamos","traigáis","traigan","trayendo","traído","traído"
"valer","valgo","vales","vale","valemos","valéis","valen","valía","valías","valía","valíamos","valíais","valían","valí","valiste","valió","valimos","valisteis","valieron","valdré","valdrás","valdrá","valdremos","valdréis","valdrán","valdría","valdrías","valdría","valdríamos","valdríais","valdrían","valga","valgas","valga","valgamos","valgáis","valgan","valiera","valieras","valiera","valiéramos","valierais","valieran",,"vale","valga","valgamos","valed","valgan",,"valgas","valga","valgamos","valgáis","valgan","valiendo","valido","valido"
"venir","vengo","vienes","viene","venimos","venís","vienen","venía","venías","venía","veníamos","veníais","venían","vine","viniste","vino","vinimos","vinisteis","vinieron","vendré","vendrás","vendrá","vendremos","vendréis","vendrán","vendría","vendrías","vendría","vendríamos","vendríais","vendrían","venga","vengas","venga","vengamos","vengáis","vengan","viniera","vinieras","viniera","viniéramos","vinierais","vinieran",,"viene","venga","vengamos","venid","vengan",,"vengas","venga","vengamos","vengáis","vengan","viniendo","venido","venido"
