full_phrase,present_yo,present_tú,present_usted,present_nosotros,present_vosotros,present_ustedes,incomplete_past_yo,incomplete_past_tú,incomplete_past_usted,incomplete_past_nosotros,incomplete_past_vosotros,incomplete_past_ustedes,past_yo,past_tú,past_usted,past_nosotros,past_vosotros,past_ustedes,future_yo,future_tú,future_usted,future_nosotros,future_vosotros,future_ustedes,conditional_yo,conditional_tú,conditional_usted,conditional_nosotros,conditional_vosotros,conditional_ustedes,present_subjective_yo,present_subjective_tú,present_subjective_usted,present_subjective_nosotros,present_subjective_vosotros,present_subjective_ustedes,past_subjective_yo,past_subjective_tú,past_subjective_usted,past_subjective_nosotros,past_subjective_vosotros,past_subjective_ustedes,imperative_positive_yo,imperative_positive_tú,imperative_positive_usted,imperative_positive_nosotros,imperative_positive_vosotros,imperative_positive_ustedes,imperative_negative_yo,imperative_negative_tú,imperative_negative_usted,imperative_negative_nosotros,imperative_negative_vosotros,imperative_negative_ustedes,gerund,past_participle,adjective
"cruzar","cruzo","cruzas","cruza","cruzamos","cruzáis","cruzan","cruzaba","cruzabas","cruzaba","cruzábamos","cruzabais","cruzaban","crucé","cruzaste","cruzó","cruzamos","cruzasteis","cruzaron","cruzaré","cruzarás","cruzará","cruzaremos","cruzaréis","cruzarán","cruzaría","cruzarías","cruzaría","cruzaríamos","cruzaríais","cruzarían","cruce","cruces","cruce","crucemos","crucéis","crucen","cruzara","cruzaras","cruzara","cruzáramos","cruzarais","cruzaran",,"cruza","cruce","crucemos","cruzad","crucen",,"cruces","cruce","crucemos","crucéis","crucen","cruzando","cruzado","cruzado"
"desperezarse","desperezo","desperezas","despereza","desperezamos","desperezáis","desperezan","desperezaba","desperezabas","desperezaba","desperezábamos","desperezabais","desperezaban","desperecé","desperezaste","desperezó","desperezamos","desperezasteis","desperezaron","desperezaré","desperezarás","desperezará","desperezaremos","desperezaréis","desperezarán","desperezaría","desperezarías","desperezaría","desperezaríamos","desperezaríais","desperezarían","desperece","despereces","desperece","desperecemos","desperecéis","desperecen","desperezara","desperezaras","desperezara","desperezáramos","desperezarais","desperezaran",,"desperézate","desperécese","desperecémonos","desperezaos","desperécense",,"te despereces","desperécese","desperecémonos","os desperecéis","desperécense","desperezando","desperezado","desperezado"
"empezar","empiezo","empiezas","empieza","empezamos","empezáis","empiezan","empezaba","empezabas","empezaba","empezábamos","empezabais","empezaban","empecé","empezaste","empezó","empezamos","empezasteis","empezaron","empezaré","empezarás","empezará","empezaremos","empezaréis","empezarán","empezaría","empezarías","empezaría","empezaríamos","empezaríais","empezarían","empiece","empieces","empiece","empecemos","empecéis","empiecen","empezara","empezaras","empezara","empezáramos","empezarais","empezaran",,"empieza","empiece","empecemos","empezad","empiecen",,"empieces","empiece","empecemos","empecéis","empiecen","empezando","empezado","empezado"
"gozar","gozo","gozas","goza","gozamos","gozáis","gozan","gozaba","gozabas","gozaba","gozábamos","gozabais","gozaban","gocé","gozaste","gozó","gozamos","gozasteis","gozaron","gozaré","gozarás","gozará","gozaremos","gozaréis","gozarán","gozaría","gozarías","gozaría","gozaríamos","gozaríais","gozarían","goce","goces","goce","gocemos","gocéis","gocen","gozara","gozaras","gozara","gozáramos","gozarais","gozaran",,"goza","goce","gocemos","gozad","gocen",,"goces","goce","gocemos","gocéis","gocen","gozando","gozado","gozado"
"lanzar","lanzo","lanzas","lanza","lanzamos","lanzáis","lanzan","lanzaba","lanzabas","lanzaba","lanzábamos","lanzabais","lanzaban","lancé","lanzaste","lanzó","lanzamos","lanzasteis","lanzaron","lanzaré","lanzarás","lanzará","lanzaremos","lanzaréis","lanzarán","lanzaría","lanzarías","lanzaría","lanzaríamos","lanzaríais","lanzarían","lance","lances","lance","lancemos","lancéis","lancen","lanzara","lanzaras","lanzara","lanzáramos","lanzarais","lanzaran",,"lanza","lance","lancemos","lanzad","lancen",,"lances","lance","lancemos","lancéis","lancen","lanzando","lanzado","lanzado"
"organizar","organizo","organizas","organiza","organizamos","organizáis","organizan","organizaba","organizabas","organizaba","organizábamos","organizabais","organizaban","organicé","organizaste","organizó","organizamos","organizasteis","organizaron","organizaré","organizarás","organizará","organizaremos","organizaréis","organizarán","organizaría","organizarías","organizaría","organizaríamos","organizaríais","organizarían","organice","organices","organice","organicemos","organicéis","organicen","organizara","organizaras","organizara","organizáramos","organizarais","organizaran",,"organiza","organice","organicemos","organizad","organicen",,"organices","organice","organicemos","organicéis","organicen","organizando","organizado","organizado"
"realizar","realizo","realizas","realiza","realizamos","realizáis","realizan","realizaba","realizabas","realizaba","realizábamos","realizabais","realizaban","realicé","realizaste","realizó","realizamos","realizasteis","realizaron","realizaré","realizarás","realizará","realizaremos","realizaréis","realizarán","realizaría","realizarías","realizaría","realizaríamos","realizaríais","realizarían","realice","realices","realice","realicemos","realicéis","realicen","realizara","realizaras","realizara","realizáramos","realizarais","realizaran",,"realiza","realice","realicemos","realizad","realicen",,"realices","realice","realicemos","realicéis","realicen","realizando","realizado","realizado"
"sollozar","sollozo","sollozas","solloza","sollozamos","sollozáis","sollozan","sollozaba","sollozabas","sollozaba","sollozábamos","sollozabais","sollozaban","sollocé","sollozaste","sollozó","sollozamos","sollozasteis","sollozaron","sollozaré","sollozarás","sollozará","sollozaremos","sollozaréis","sollozarán","sollozaría","sollozarías","sollozaría","sollozaríamos","sollozaríais","sollozarían","solloce","solloces","solloce","sollocemos","sollocéis","sollocen","sollozara","sollozaras","sollozara","sollozáramos","sollozarais","sollozaran",,"solloza","solloce","sollocemos","sollozad","sollocen",,"solloces","solloce","sollocemos","sollocéis","sollocen","sollozando","sollozado","sollozado"
"tropezar","tropiezo","tropiezas","tropieza","tropezamos","tropezáis","tropiezan","tropezaba","tropezabas","tropezaba","tropezábamos","tropezabais","tropezaban","tropecé","tropezaste","tropezó","tropezamos","tropezasteis","tropezaron","tropezaré","tropezarás","tropezará","tropezaremos","tropezaréis","tropezarán","tropezaría","tropezarías","tropezaría","tropezaríamos","tropezaríais","tropezarían","tropiece","tropieces","tropiece","tropecemos","tropecéis","tropiecen","tropezara","tropezaras","tropezara","tropezáramos","tropezarais","tropezaran",,"tropieza","tropiece","tropecemos","tropezad","tropiecen",,"tropieces","tropiece","tropecemos","tropecéis","tropiecen","tropezando","tropezado","tropezado"
"utilizar","utilizo","utilizas","utiliza","utilizamos","utilizáis","utilizan","utilizaba","utilizabas","utilizaba","utilizábamos","utilizabais","utilizaban","utilicé","utilizaste","utilizó","utilizamos","utilizasteis","utilizaron","utilizaré","utilizarás","utilizará","utilizaremos","utilizaréis","utilizarán","utilizaría","utilizarías","utilizaría","utilizaríamos","utilizaríais","utilizarían","utilice","utilices","utilice","utilicemos","utilicéis","utilicen","utilizara","utilizaras","utilizara","utilizáramos","utilizarais","utilizaran",,"utiliza","utilice","utilicemos","utilizad","utilicen",,"utilices","utilice","utilicemos","utilicéis","utilicen","utilizando","utilizado","utilizado"
